,Date,Open,High,Low,Close,Volume,label,interest_rate,usd_hkd,RSI,MACD
0,1992-05-19,5637.10009765625,5663.7001953125,5635.89990234375,5642.2001953125,0,1,,7.7343,71.05661755681489,157.83845175826355
1,1992-05-20,5663.7998046875,5761.89990234375,5663.7998046875,5753.7998046875,0,1,,7.7355,74.98699587996451,157.11792460105062
2,1992-05-21,5769.7001953125,5884.10009765625,5769.7001953125,5865.60009765625,0,1,,7.7333,74.89557085277801,163.65678970043518
3,1992-05-22,5869.60009765625,5923.89990234375,5841.39990234375,5859.7001953125,0,0,,7.74,69.14218164402516,166.44440160785507
4,1992-05-25,5903.2001953125,6032.10009765625,5903.2001953125,5993.10009765625,0,1,,7.748,73.86260243902596,177.34800622585863
5,1992-05-26,5995.39990234375,6052.60009765625,5957.0,6052.10009765625,0,1,,7.741,80.68554163121593,188.56526734696035
6,1992-05-27,6058.2998046875,6101.89990234375,6005.2998046875,6012.5,0,0,,7.741,75.24061627120258,192.0511520503087
7,1992-05-28,6094.7001953125,6105.39990234375,5967.7998046875,5988.10009765625,0,0,,7.748,74.94419868282603,190.65004695194875
8,1992-05-29,5983.7001953125,6084.2001953125,5970.7001953125,6080.2001953125,0,1,,7.7435,76.99821522754672,194.71371234882463
9,1992-06-01,6099.39990234375,6161.2001953125,6044.60009765625,6056.0,0,0,0.045,7.7395,72.43943429234905,193.7504259199759
10,1992-06-02,6058.5,6081.5,5999.89990234375,6059.39990234375,0,1,0.045,7.739,70.60431655636832,191.05805390667228
11,1992-06-03,6057.60009765625,6057.60009765625,5996.89990234375,6037.39990234375,0,0,0.045,7.738,69.60506406758935,185.01827558536934
12,1992-06-04,6012.0,6067.7001953125,5979.7001953125,6035.7998046875,0,0,0.045,7.7365,73.61367103973627,178.04995335319927
13,1992-06-08,6026.10009765625,6039.89990234375,5978.10009765625,5978.7998046875,0,0,0.045,7.7365,74.72143385524522,166.01930028880452
14,1992-06-09,5953.0,5973.0,5898.2001953125,5940.2001953125,0,0,0.045,7.7323,70.56308036496449,151.62552532810787
15,1992-06-10,5941.60009765625,5989.2001953125,5889.7998046875,5917.5,0,0,0.045,7.7345,62.87558164364159,136.81123549652784
16,1992-06-11,5894.5,5894.7001953125,5791.10009765625,5826.5,0,0,0.045,7.734,46.82061279346311,116.39276225131289
17,1992-06-12,5829.89990234375,5881.7998046875,5786.39990234375,5819.10009765625,0,0,0.045,7.7315,46.70667552818589,98.47915724423274
18,1992-06-16,5813.7001953125,5851.7998046875,5763.2001953125,5846.7998046875,0,1,0.045,7.7318,35.67648552030619,85.52994916323587
19,1992-06-17,5841.5,5891.2998046875,5836.0,5846.10009765625,0,0,0.045,7.733,27.23250808946223,74.35406265498204
20,1992-06-18,5840.7998046875,5840.7998046875,5790.5,5796.10009765625,0,0,0.045,7.7373,26.620546458003844,60.76473947439172
21,1992-06-19,5790.2998046875,5791.7998046875,5744.2998046875,5787.60009765625,0,0,0.045,7.7355,27.567659109532926,48.74773267175169
22,1992-06-22,5787.60009765625,5863.89990234375,5787.60009765625,5819.89990234375,0,1,0.045,7.7355,16.378082668688236,41.352330394031014
23,1992-06-23,5820.2998046875,5898.0,5787.2998046875,5897.89990234375,0,1,0.045,7.7327,32.07070958767876,41.30587240628029
24,1992-06-24,5894.7001953125,5987.89990234375,5894.7001953125,5965.2001953125,0,1,0.045,7.7325,40.669588490939994,46.16475443183208
25,1992-06-25,5965.2001953125,6106.2998046875,5965.2001953125,6078.7001953125,0,1,0.045,7.732,53.46305050437226,58.495417539461414
26,1992-06-26,6095.0,6179.0,6090.0,6113.10009765625,0,1,0.045,7.731,56.143729213478785,70.23247315396566
27,1992-06-29,6113.10009765625,6124.7001953125,6048.5,6057.89990234375,0,0,0.045,7.7308,56.304812996561864,74.22599115300181
28,1992-06-30,6061.10009765625,6109.39990234375,6038.39990234375,6103.89990234375,0,1,0.045,7.7297,62.8958391832998,80.17705837891299
29,1992-07-01,6107.2998046875,6164.2001953125,6107.2998046875,6134.7998046875,0,1,0.04,7.7295,66.89998465812687,86.38992988166501
30,1992-07-02,6134.2001953125,6173.89990234375,6073.7001953125,6073.7001953125,0,0,0.04,7.732,70.16318018960955,85.40046380021249
31,1992-07-03,6073.7001953125,6077.89990234375,5985.2001953125,6061.89990234375,0,0,0.04,7.7308,69.66310618031467,82.7109103803623
32,1992-07-06,6072.0,6084.39990234375,6021.7001953125,6024.7998046875,0,0,0.04,7.7335,64.19911099754924,76.70233784988977
33,1992-07-07,5997.2001953125,5997.2001953125,5857.5,5911.89990234375,0,0,0.04,7.7345,54.45194889631259,62.11660469653998
34,1992-07-08,5916.7001953125,5982.89990234375,5900.89990234375,5981.89990234375,0,1,0.04,7.7338,62.239776329874836,55.56393409650718
35,1992-07-09,5976.60009765625,5980.5,5925.5,5925.5,0,0,0.04,7.7348,58.5450439356357,45.29867317535809
36,1992-07-10,5924.2001953125,5988.0,5923.2998046875,5981.39990234375,0,1,0.04,7.7353,59.7230583985551,41.198249194134405
37,1992-07-13,5988.2998046875,6088.7001953125,5988.2998046875,6085.89990234375,0,1,0.04,7.7321,60.96849474912486,45.85083731637587
38,1992-07-14,6092.7998046875,6130.39990234375,6092.7998046875,6097.2001953125,0,1,0.04,7.7316,58.23970037453184,49.87478528276915
39,1992-07-15,6098.2998046875,6145.7998046875,6069.7001953125,6125.5,0,1,0.04,7.7345,53.269056821546044,54.716240536065925
40,1992-07-16,6138.7001953125,6239.7001953125,6138.7001953125,6162.5,0,1,0.04,7.733,53.43818966167623,60.83697759813094
41,1992-07-17,6159.2001953125,6159.39990234375,6110.10009765625,6128.10009765625,0,0,0.04,7.73,55.03155351358312,62.19531805803217
42,1992-07-20,6113.7998046875,6113.7998046875,5985.0,5986.5,0,0,0.04,7.7295,42.59959999335169,51.256408026617464
43,1992-07-21,5961.2001953125,6058.10009765625,5928.89990234375,6010.39990234375,0,1,0.04,7.7342,42.08853035487043,44.008247595017565
44,1992-07-23,5977.7998046875,5977.7998046875,5917.2001953125,5917.2001953125,0,0,0.04,7.735,40.43749007982681,30.394021085047825
45,1992-07-24,5916.60009765625,5916.60009765625,5772.5,5772.7998046875,0,0,0.04,7.7385,34.79860514531106,7.863249067047036
46,1992-07-27,5774.0,5784.0,5657.60009765625,5664.39990234375,0,0,0.04,7.7405,32.371355623332605,-18.52515780025351
47,1992-07-28,5664.39990234375,5782.60009765625,5664.39990234375,5782.60009765625,0,1,0.04,7.7375,43.7080387013382,-29.560412462940803
48,1992-07-29,5796.7998046875,5893.89990234375,5796.7998046875,5857.2998046875,0,1,0.04,7.7349,43.964341550986425,-31.91089515891963
49,1992-07-30,5880.60009765625,5902.39990234375,5811.2001953125,5829.7998046875,0,0,0.04,7.7365,45.23072790080389,-35.5823529874051
50,1992-07-31,5831.10009765625,5882.89990234375,5806.0,5881.10009765625,0,1,0.04,7.734,44.978482773996284,-33.96128885758844
51,1992-08-03,5885.7001953125,5937.2998046875,5881.2998046875,5910.7001953125,0,1,0.04,7.733,40.517446878685035,-29.94308246307628
52,1992-08-04,5907.10009765625,5926.7998046875,5847.2998046875,5859.7998046875,0,0,0.04,7.7325,37.67903807517724,-30.513880796631383
53,1992-08-05,5855.39990234375,5868.10009765625,5821.60009765625,5841.2001953125,0,0,0.04,7.7306,35.094906864607324,-32.09699874450962
54,1992-08-06,5841.5,5878.0,5839.2001953125,5865.2998046875,0,1,0.04,7.733,34.20491831356091,-31.049169954414538
55,1992-08-07,5847.7998046875,5854.2998046875,5822.39990234375,5850.89990234375,0,0,0.04,7.7314,34.94785761783605,-31.023040763353492
56,1992-08-10,5856.39990234375,5887.60009765625,5840.5,5867.89990234375,0,1,0.04,7.7307,42.55211370910521,-29.29295937653569
57,1992-08-11,5866.10009765625,5901.39990234375,5855.10009765625,5886.7998046875,0,1,0.04,7.73,42.18907081500169,-26.096032226359966
58,1992-08-12,5884.0,5956.7001953125,5876.39990234375,5879.2001953125,0,0,0.04,7.7303,47.30725474510542,-23.900140814883343
59,1992-08-13,5878.0,5878.0,5833.7998046875,5857.10009765625,0,0,0.04,7.732,57.22616078895226,-23.67025810575342
60,1992-08-14,5849.39990234375,5855.2001953125,5818.2001953125,5822.60009765625,0,0,0.04,7.7311,65.52810927390367,-25.97245464588923
61,1992-08-17,5829.2998046875,5830.10009765625,5651.39990234375,5667.89990234375,0,0,0.04,7.7353,39.49438373097722,-39.82058942906224
62,1992-08-18,5676.39990234375,5681.7001953125,5621.7001953125,5675.2001953125,0,1,0.04,7.7335,30.971827651515156,-49.63412193170825
63,1992-08-19,5681.10009765625,5722.39990234375,5619.89990234375,5620.39990234375,0,0,0.04,7.7317,29.300140267347828,-61.1285776040113
64,1992-08-20,5620.39990234375,5620.39990234375,5377.10009765625,5481.60009765625,0,0,0.04,7.7337,16.33236714021652,-80.50967620751271
65,1992-08-21,5489.7001953125,5532.60009765625,5474.5,5509.39990234375,0,1,0.04,7.7345,16.07771561783106,-92.5591994380884
66,1992-08-24,5496.39990234375,5496.39990234375,5389.7998046875,5390.89990234375,0,0,0.04,7.7302,14.42872647397644,-110.39770543695613
67,1992-08-25,5366.7001953125,5366.7001953125,5252.2998046875,5291.5,0,0,0.04,7.7295,12.853045639385641,-131.04483669736965
68,1992-08-26,5323.7998046875,5487.5,5323.7998046875,5478.7998046875,0,1,0.04,7.7295,28.601474522423857,-130.78692195910025
69,1992-08-27,5480.39990234375,5566.7998046875,5445.39990234375,5460.7001953125,0,0,0.04,7.731,28.484781584438323,-130.53822025811223
70,1992-08-28,5478.5,5631.0,5478.5,5628.60009765625,0,1,0.04,7.728,38.687719512060006,-115.46221691443861
71,1992-09-01,5631.7001953125,5711.60009765625,5597.10009765625,5711.60009765625,0,1,0.04,7.7285,42.19112971148384,-95.71372878226248
72,1992-09-02,5711.60009765625,5776.39990234375,5705.0,5734.5,0,1,0.04,7.7283,43.63731224074408,-77.32376165209371
73,1992-09-03,5735.60009765625,5762.89990234375,5690.89990234375,5722.5,0,0,0.04,7.73,44.02838704646039,-62.991739883717855
74,1992-09-04,5729.60009765625,5754.60009765625,5690.5,5707.5,0,0,0.04,7.7302,44.80360503827113,-52.24166225831232
75,1992-09-07,5698.10009765625,5724.39990234375,5647.10009765625,5664.39990234375,0,0,0.04,7.7285,49.824279442754026,-46.662041322551886
76,1992-09-08,5666.39990234375,5700.60009765625,5658.0,5700.60009765625,0,1,0.04,7.7283,51.239262260284384,-38.87104313898362
77,1992-09-09,5700.60009765625,5739.2998046875,5685.89990234375,5727.0,0,1,0.04,7.7282,55.34926799387442,-30.218052378662833
78,1992-09-10,5674.2001953125,5682.89990234375,5613.10009765625,5631.60009765625,0,0,0.04,7.7295,57.86989263949846,-30.70446854050624
79,1992-09-11,5628.0,5628.0,5537.2998046875,5537.2998046875,0,0,0.04,7.731,51.36831366876842,-38.258131654536555
80,1992-09-14,5537.2001953125,5623.7998046875,5537.2001953125,5607.2001953125,0,1,0.04,7.733,61.139165450866855,-38.16419004686668
81,1992-09-15,5609.2001953125,5672.0,5609.2001953125,5653.7998046875,0,1,0.04,7.7305,69.73096388387188,-33.93834411283842
82,1992-09-16,5653.7998046875,5653.7998046875,5599.10009765625,5633.10009765625,0,0,0.04,7.731,60.26616056049396,-31.891983604977213
83,1992-09-17,5613.2998046875,5638.60009765625,5543.2998046875,5637.89990234375,0,1,0.04,7.7305,62.00215235412906,-29.54237970115082
84,1992-09-18,5660.89990234375,5706.0,5660.89990234375,5689.2998046875,0,1,0.04,7.73,54.88175451465983,-23.264599323566472
85,1992-09-21,5689.2998046875,5749.2001953125,5688.39990234375,5741.5,0,1,0.04,7.7285,52.53003107845802,-13.91688748272918
86,1992-09-22,5740.60009765625,5756.2001953125,5709.7001953125,5740.2001953125,0,0,0.04,7.73,50.500632115588814,-6.5382725976232905
87,1992-09-23,5737.10009765625,5754.10009765625,5708.10009765625,5712.60009765625,0,0,0.04,7.7285,49.15370969425023,-2.884505227961199
88,1992-09-24,5710.39990234375,5712.89990234375,5622.7001953125,5658.7001953125,0,0,0.04,7.7295,46.08850433097307,-4.2886871770806465
89,1992-09-25,5663.60009765625,5689.10009765625,5637.39990234375,5686.2001953125,0,1,0.04,7.73,51.792198575297064,-3.1462307941174004
90,1992-09-28,5678.60009765625,5678.60009765625,5579.5,5597.2001953125,0,0,0.04,7.7295,42.1785190071558,-9.314982764866727
91,1992-09-29,5604.39990234375,5636.2998046875,5579.2998046875,5581.89990234375,0,0,0.04,7.729,38.83673492387274,-15.262429398746463
92,1992-09-30,5587.7001953125,5588.7001953125,5473.7001953125,5505.39990234375,0,0,0.04,7.724,39.999984523573694,-25.850726826992286
93,1992-10-01,5502.7001953125,5544.89990234375,5472.0,5528.7998046875,0,1,0.04,7.7232,49.24120639813649,-31.985151556817073
94,1992-10-02,5537.10009765625,5597.60009765625,5537.10009765625,5595.39990234375,0,1,0.04,7.725,48.94034595400434,-31.11400501443768
95,1992-10-06,5550.5,5559.2001953125,5440.60009765625,5553.10009765625,0,0,0.04,7.7295,40.8868962872033,-33.45124349371417
96,1992-10-07,5548.39990234375,5589.0,5498.10009765625,5589.0,0,1,0.04,7.7305,46.11589568304793,-32.037397980579954
97,1992-10-08,5563.7998046875,5605.0,5526.39990234375,5555.5,0,0,0.04,7.7321,43.0918916971706,-33.23694552069446
98,1992-10-09,5538.7998046875,5619.39990234375,5519.2998046875,5596.7001953125,0,1,0.04,7.7315,42.10170773436575,-30.51137341094909
99,1992-10-12,5658.7998046875,5790.7001953125,5658.7998046875,5725.60009765625,0,1,0.04,7.7315,48.800731280278185,-17.74564813309553
100,1992-10-13,5729.10009765625,5772.7001953125,5729.10009765625,5756.10009765625,0,1,0.04,7.7318,51.14867071956744,-5.108737069668678
